school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, ogc_fid, address_line_2, school_no, postal_state, address_town, education_sector, full_phone_no, entity_type,y,x
Primary,145,3981,St John the Baptist's School,PO Box 39,O,null,KOO WEE RUP,VIC,3981,Cardinia (S),Station Street,1793,null,1416,VIC,KOO WEE RUP,Catholic,03 5997 1653,2,-38.197464,145.485268
Primary,506,3041,St Vincent de Paul's School,92 - 114 Woodland Street,O,null,STRATHMORE,VIC,3041,Moonee Valley (C),92 - 114 Woodland Street,1794,null,1422,VIC,STRATHMORE,Catholic,03 9379 5723,2,-37.742142,144.92413
Primary,267,3171,St Joseph's School,33 St John's Avenue,O,null,SPRINGVALE,VIC,3171,Greater Dandenong (C),33 St John's Avenue,1796,null,1429,VIC,SPRINGVALE,Catholic,03 9546 8223,2,-37.953229,145.150344
Secondary,343,3194,St Bede's College,2 Mentone Parade,O,null,MENTONE,VIC,3194,Kingston (C),2 Mentone Parade,1797,null,1431,VIC,MENTONE,Catholic,03 9582 5999,2,-37.991161,145.068214
Primary,189,3073,Holy Name School,12 Robb Street,O,null,PRESTON EAST,VIC,3073,Darebin (C),12 Robb Street,1798,null,1438,VIC,PRESTON EAST,Catholic,03 9471 0883,2,-37.730261,145.018574
Secondary,111,3124,Siena College Ltd,815 Riversdale Road,O,null,CAMBERWELL,VIC,3124,Boroondara (C),815 Riversdale Road,1799,null,1445,VIC,CAMBERWELL,Catholic,03 9835 0200,2,-37.833662,145.082575
Primary,525,3058,St Bernard's School,36 Patterson Street,O,null,COBURG EAST,VIC,3058,Moreland (C),36 Patterson Street,1800,null,1459,VIC,COBURG EAST,Catholic,03 9384 8500,2,-37.747422,144.972708
Primary,698,3125,St Benedict's School,3-9 Central Avenue,O,null,BURWOOD,VIC,3125,Whitehorse (C),3-9 Central Avenue,1801,null,1461,VIC,BURWOOD,Catholic,03 9808 8551,2,-37.84949599,145.0973996
Primary,525,3044,St Oliver Plunkett's School,PO Box 667,O,null,PASCOE VALE,VIC,3044,Moreland (C),1-39 Landells Road,1802,null,1465,VIC,PASCOE VALE,Catholic,03 9354 5411,2,-37.730886,144.941855
Primary,433,3012,Corpus Christi School,380 Geelong Road,O,null,KINGSVILLE,VIC,3012,Maribyrnong (C),380 Geelong Road,1803,null,1466,VIC,KINGSVILLE,Catholic,03 9314 7303,2,-37.808532,144.872915
Secondary,506,3040,St Bernard's College,41 Rosehill Road,O,null,ESSENDON,VIC,3040,Moonee Valley (C),41 Rosehill Road,1805,null,1471,VIC,ESSENDON,Catholic,03 9289 1000,2,-37.749392,144.8832
Secondary,421,3111,Whitefriars College Inc,156 Park Road,O,null,DONVALE,VIC,3111,Manningham (C),156 Park Road,1806,null,1473,VIC,DONVALE,Catholic,03 9872 8200,2,-37.7918,145.199541
Primary,111,3147,St Michael's School,268 High Street,O,null,ASHBURTON,VIC,3147,Boroondara (C),268 High Street,1807,null,1477,VIC,ASHBURTON,Catholic,03 9885 3105,2,-37.864128,145.082484
Secondary,231,3204,Our Lady of the Sacred Heart College,111 Jasper Road,O,null,BENTLEIGH,VIC,3204,Glen Eira (C),111 Jasper Road,1809,null,1481,VIC,BENTLEIGH,Catholic,03 8520 9200,2,-37.925723,145.039942
Primary,111,3104,St Bede's School,2 Marwal Avenue,O,null,BALWYN NORTH,VIC,3104,Boroondara (C),2 Marwal Avenue,1810,null,1482,VIC,BALWYN NORTH,Catholic,03 8851 4651,2,-37.793523,145.070901
Secondary,497,3148,Salesian College,10 Bosco Street,O,null,CHADSTONE,VIC,3148,Monash (C),10 Bosco Street,1811,null,1485,VIC,CHADSTONE,Catholic,03 9807 2644,2,-37.882735,145.100257
Pri/Sec,698,3125,Mount Scopus Memorial College,245 Burwood Highway,O,null,BURWOOD,VIC,3125,Whitehorse (C),245 Burwood Highway,1814,null,1490,VIC,BURWOOD,Independent,03 9834 0000,2,-37.847216,145.117774
Secondary,421,3105,Marcellin College,160 Bulleen Road,O,null,BULLEEN,VIC,3105,Manningham (C),160 Bulleen Road,1816,null,1495,VIC,BULLEEN,Catholic,03 9851 1589,2,-37.774782,145.082675
Primary,118,3020,St Theresa's School,16 Drummartin Street,O,null,ALBION,VIC,3020,Brimbank (C),16 Drummartin Street,1819,null,1499,VIC,ALBION,Catholic,03 9311 9070,2,-37.782193,144.820196
Primary,66,3079,St Bernadette's School,PO Box 3109,O,null,IVANHOE NORTH,VIC,3079,Banyule (C),53 Stanley Street,1820,null,1500,VIC,IVANHOE WEST,Catholic,03 9499 3914,2,-37.763063,145.034125
Primary,91,3190,St Agnes' School,Peterson Street,O,null,HIGHETT,VIC,3190,Bayside (C),Peterson Street,1822,null,1503,VIC,HIGHETT,Catholic,03 9532 0344,2,-37.946096,145.031826
Primary,343,3192,Our Lady of the Assumption School,9 Centre Dandenong Road,O,null,CHELTENHAM,VIC,3192,Kingston (C),9 Centre Dandenong Road,1823,null,1505,VIC,CHELTENHAM,Catholic,03 9584 9488,2,-37.965505,145.059713
Primary,698,3131,Nunawading Christian College-Primary,Laughlin Ave,O,null,NUNAWADING,VIC,3131,Whitehorse (C),Laughlin Ave,1824,null,1508,VIC,NUNAWADING,Independent,03 9878 9927,2,-37.82192,145.17005
Primary,441,3136,Sacred Heart School,PO Box 149,O,35 Wicklow Avenue,CROYDON,VIC,3136,Maroondah (C),35 Wicklow Avenue,1825,35 Wicklow Avenue,1509,VIC,CROYDON,Catholic,03 9724 4333,2,-37.79749,145.272793
Pri/Sec,161,3805,Heritage College,PO Box 293,O,null,BERWICK,VIC,3806,Casey (C),333 Centre Road,1827,null,1511,VIC,NARRE WARREN SOUTH,Independent,03 9796 0100,2,-38.050215,145.316519
Primary,506,3040,Resurrection House,6 Aberfeldie Street,O,null,ESSENDON,VIC,3040,Moonee Valley (C),6 Aberfeldie Street,1829,null,1513,VIC,ESSENDON,Catholic,03 9337 0084,2,-37.756648,144.905195
Pri/Sec,231,3185,Adass Israel School,PO Box 23,O,null,ELSTERNWICK,VIC,3185,Glen Eira (C),10-12 King Street,1830,null,1515,VIC,ELSTERNWICK,Independent,03 9523 6422,2,-37.883899,145.008205
Primary,189,3071,Holy Spirit School,197 Clarendon Street,O,null,THORNBURY EAST,VIC,3071,Darebin (C),197 Clarendon Street,1831,null,1516,VIC,THORNBURY EAST,Catholic,03 9480 0391,2,-37.760845,145.01619
Primary,118,3021,Sacred Heart School,PO Box 252,O,null,ST ALBANS,VIC,3021,Brimbank (C),Winifred Street,1832,null,1521,VIC,ST ALBANS,Catholic,03 9366 0266,2,-37.73769,144.800053
Primary,698,3130,St Thomas The Apostle School,PO Box 395,O,null,BLACKBURN,VIC,3130,Whitehorse (C),67 Central Road,1833,null,1522,VIC,BLACKBURN,Catholic,03 9878 8268,2,-37.823247,145.157434
Primary,66,3081,St Pius X School,431 Waterdale Road,O,null,HEIDELBERG WEST,VIC,3081,Banyule (C),431 Waterdale Road,1837,null,1526,VIC,HEIDELBERG WEST,Catholic,03 9457 3776,2,-37.746924,145.04629
Primary,311,3015,St Margaret Mary's School,181 Hudsons Road,O,null,SPOTSWOOD,VIC,3015,Hobsons Bay (C),181 Hudsons Road,1838,null,1527,VIC,SPOTSWOOD,Catholic,03 9391 3118,2,-37.829084,144.877732
Primary,497,3148,St Mary Magdalen's School,20 Bolwarra Street,O,null,CHADSTONE,VIC,3148,Monash (C),20 Bolwarra Street,1840,null,1529,VIC,CHADSTONE,Catholic,03 9807 0315,2,-37.879776,145.101198
Primary,267,3174,St Anthony's School,90 Buckley Street,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),90 Buckley Street,1841,null,1530,VIC,NOBLE PARK,Catholic,03 9546 0044,2,-37.97171,145.172427
Primary,497,3168,St Peter's School,16 Mary Street,O,null,CLAYTON,VIC,3168,Monash (C),16 Mary Street,1842,null,1531,VIC,CLAYTON,Catholic,03 9544 3032,2,-37.92314,145.121859
Pri/Sec,231,3183,Yeshivah College,88 Hotham Street,O,null,ST KILDA EAST,VIC,3183,Glen Eira (C),88 Hotham Street,1844,null,1533,VIC,ST KILDA EAST,Independent,03 9522 8222,2,-37.868122,145.000341
Primary,506,3042,St John Bosco's School,29 Muriel Street,O,null,NIDDRIE,VIC,3042,Moonee Valley (C),6 Teague Street,1845,null,1534,VIC,NIDDRIE,Catholic,03 9337 2314,2,-37.743657,144.889028
Primary,66,3088,St Mary's School,210 Grimshaw Street,O,null,GREENSBOROUGH,VIC,3088,Banyule (C),210 Grimshaw Street,1848,null,1539,VIC,GREENSBOROUGH,Catholic,03 9433 4000,2,-37.702851,145.092633
Primary,118,3022,Mother of God School,67 Blanche Street,O,null,ARDEER,VIC,3022,Brimbank (C),67 Blanche Street,1849,null,1541,VIC,ARDEER,Catholic,03 9363 1734,2,-37.779414,144.800812
Primary,118,3023,St Peter Chanel School,848 Ballarat Road,O,null,DEER PARK,VIC,3023,Brimbank (C),848 Ballarat Road,1850,null,1542,VIC,DEER PARK,Catholic,03 9363 1586,2,-37.768526,144.769266
Primary,433,3019,Christ the King Primary School,28 Riley Court,O,null,BRAYBROOK,VIC,3019,Maribyrnong (C),28 Riley Court,1851,null,1543,VIC,BRAYBROOK,Catholic,03 9311 7387,2,-37.787611,144.86196
Primary,525,3046,Corpus Christi School,13-21 Widford Street,O,null,GLENROY,VIC,3046,Moreland (C),13-21 Widford Street,1852,null,1545,VIC,GLENROY,Catholic,03 9306 3062,2,-37.703891,144.922802
Secondary,267,3171,Killester College,433 Springvale Road,O,null,SPRINGVALE,VIC,3171,Greater Dandenong (C),433 Springvale Road,1853,null,1547,VIC,SPRINGVALE,Catholic,03 9547 5000,2,-37.959071,145.152017
Primary,118,3020,St Paul's School,Links Street,O,null,SUNSHINE WEST,VIC,3020,Brimbank (C),Links Street,1854,null,1549,VIC,SUNSHINE WEST,Catholic,03 9363 1568,2,-37.787534,144.807516
Primary,91,3193,Stella Maris School,113 Oak Street,O,null,BEAUMARIS,VIC,3193,Bayside (C),113 Oak Street,1857,null,1554,VIC,BEAUMARIS,Catholic,03 9589 2641,2,-37.981986,145.041044
Primary,118,3020,St Bernadette's School,2 Willey Street,O,null,SUNSHINE NORTH,VIC,3020,Brimbank (C),2 Willey Street,1859,null,1556,VIC,SUNSHINE NORTH,Catholic,03 9311 8872,2,-37.771157,144.835276
Special,111,3122,Rossbourne School,131 Power Street,O,null,HAWTHORN,VIC,3122,Boroondara (C),131 Power Street,1861,null,1559,VIC,HAWTHORN,Independent,03 9819 4611,2,-37.82304,145.02655
Pri/Sec,231,3183,Beth Rivkah Ladies College,14-20 Balaclava Road,O,null,ST KILDA EAST,VIC,3183,Glen Eira (C),14-20 Balaclava Road,1863,null,1561,VIC,ST KILDA EAST,Independent,03 9522 8227,2,-37.869281,145.000835
Primary,433,3032,St Margaret's Primary School,67 The Esplanade,O,null,MARIBYRNONG,VIC,3032,Maribyrnong (C),67 The Esplanade,1864,null,1563,VIC,MARIBYRNONG,Catholic,03 9318 1339,2,-37.766895,144.891039
Primary,497,3149,Holy Family School,250 Stephensons Road,O,null,MOUNT WAVERLEY,VIC,3149,Monash (C),250 Stephensons Road,1866,null,1565,VIC,MOUNT WAVERLEY,Catholic,03 9807 3300,2,-37.874255,145.129634
Primary,267,3175,St Gerard's School,71 Gladstone Road,O,null,DANDENONG NORTH,VIC,3175,Greater Dandenong (C),71 Gladstone Road,1867,null,1566,VIC,DANDENONG NORTH,Catholic,03 9791 7553,2,-37.971329,145.205824
Primary,698,3127,Our Lady of Perpetual Succour School,31 Erasmus Street,O,null,SURREY HILLS,VIC,3127,Whitehorse (C),31 Erasmus Street,1869,null,1569,VIC,SURREY HILLS,Catholic,03 9898 7655,2,-37.830057,145.111389
Primary,343,3189,St Catherine's School,14-28 Fletcher Street,O,null,MOORABBIN,VIC,3189,Kingston (C),14-28 Fletcher Street,1870,null,1570,VIC,MOORABBIN,Catholic,03 9555 7200,2,-37.938224,145.052171
Secondary,497,3166,Sacred Heart Girls' College,PO Box 228,O,null,OAKLEIGH,VIC,3166,Monash (C),113 Warrigal Road,1871,null,1571,VIC,HUGHESDALE,Catholic,03 9568 5488,2,-37.902163,145.086083
Primary,745,3797,St Joseph's School,PO Box 42A,O,null,YARRA JUNCTION,VIC,3797,Yarra Ranges (S),40 Milners Road,1875,null,1579,VIC,YARRA JUNCTION,Catholic,03 5967 1183,2,-37.792172,145.616814
Primary,189,3073,St Stephen's School,71 Whitelaw Street,O,null,RESERVOIR EAST,VIC,3073,Darebin (C),71 Whitelaw Street,1876,null,1580,VIC,RESERVOIR EAST,Catholic,03 9460 3566,2,-37.711568,145.019202
Primary,66,3084,St Martin of Tours School,PO Box 430,O,null,ROSANNA,VIC,3084,Banyule (C),2-12 Silk Street,1878,null,1582,VIC,ROSANNA,Catholic,03 9459 0902,2,-37.735182,145.076979
Primary,161,3806,St Michael's School,PO Box 424,O,null,BERWICK,VIC,3806,Casey (C),16 Scanlan Street,1910,null,1624,VIC,BERWICK,Catholic,03 9707 1600,2,-38.033824,145.353572
Primary,497,3166,Christ Our Holy Redeemer School,43 Ferntree Gully Road,O,null,OAKLEIGH EAST,VIC,3166,Monash (C),43 Ferntree Gully Road,1880,null,1584,VIC,OAKLEIGH EAST,Catholic,03 9569 8966,2,-37.896158,145.105753
Primary,506,3040,Our Lady of the Nativity School,29 Fawkner Street,O,null,ABERFELDIE,VIC,3040,Moonee Valley (C),29 Fawkner Street,1881,null,1585,VIC,ABERFELDIE,Catholic,03 9337 4204,2,-37.756347,144.896581
Secondary,267,3175,St John's Regional College,Private Bag 5040 MDC,O,null,DANDENONG,VIC,3175,Greater Dandenong (C),5-11 Caroline Street,1882,null,1588,VIC,DANDENONG,Catholic,03 9791 3366,2,-37.990229,145.226256
Secondary,698,3133,Emmaus College,503 Springvale Road,O,null,VERMONT SOUTH,VIC,3133,Whitehorse (C),503 Springvale Road,1886,null,1592,VIC,VERMONT SOUTH,Catholic,03 9845 3211,2,-37.84779,145.174107
Primary,327,3047,St Dominic's School,PO Box 274,O,null,BROADMEADOWS,VIC,3047,Hume (C),408 Camp Road,1887,null,1593,VIC,BROADMEADOWS,Catholic,03 9309 4146,2,-37.685055,144.923702
Primary,111,3104,St Bridget's School,36 Sweyn Street,O,null,BALWYN NORTH,VIC,3104,Boroondara (C),36 Sweyn Street,1889,null,1595,VIC,BALWYN NORTH,Catholic,03 9857 6394,2,-37.795925,145.103253
Primary,497,3150,St Leonard's School,349 Springvale Road,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),349 Springvale Road,1890,null,1596,VIC,GLEN WAVERLEY,Catholic,03 9560 8491,2,-37.886803,145.163894
Primary,698,3125,St Scholastica's School,4 Starling Street,O,null,BENNETTSWOOD,VIC,3125,Whitehorse (C),4 Starling Street,1891,null,1598,VIC,BENNETTSWOOD,Catholic,03 9808 7279,2,-37.851646,145.125908
Primary,497,3150,St Christopher's School,Doon Avenue,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),Doon Avenue,1892,null,1600,VIC,GLEN WAVERLEY,Catholic,03 9803 0011,2,-37.87109838,145.1501975
Primary,343,3195,St John Vianney's School,Brisbane Terrace,O,null,PARKDALE EAST,VIC,3195,Kingston (C),Brisbane Terrace,1893,null,1602,VIC,PARKDALE EAST,Catholic,03 9580 5812,2,-37.99047,145.09249
Primary,421,3109,Ss Peter & Paul's School,16 Beverley Street,O,null,DONCASTER EAST,VIC,3109,Manningham (C),16 Beverley Street,1894,null,1604,VIC,DONCASTER EAST,Catholic,03 9842 2056,2,-37.790552,145.1534
Primary,161,3177,Holy Family School,PO Box 34,O,null,DOVETON,VIC,3177,Casey (C),100 Power Road,1896,null,1607,VIC,DOVETON,Catholic,03 9791 1853,2,-37.990496,145.238629
Secondary,441,3134,Aquinas College,PO Box 190,O,null,RINGWOOD,VIC,3134,Maroondah (C),46 Great Ryrie Street,1897,null,1608,VIC,RINGWOOD,Catholic,03 9259 3000,2,-37.823058,145.234935
Pri/Sec,231,3185,Leibler Yavneh College,PO Box 164,O,null,CAULFIELD SOUTH,VIC,3162,Glen Eira (C),2 Nagle Avenue,1898,null,1609,VIC,ELSTERNWICK,Independent,03 9528 4911,2,-37.892871,145.006626
Pri/Sec,534,3930,The Peninsula School,Private Bag No 3,O,null,MT ELIZA,VIC,3930,Mornington Peninsula (S),20 Wooralla Drive,1899,null,1610,VIC,MT ELIZA,Independent,03 9788 7777,2,-38.198174,145.090692
Primary,525,3060,St Matthew's School,95 William Street,O,null,FAWKNER NORTH,VIC,3060,Moreland (C),95 William Street,1900,null,1612,VIC,FAWKNER NORTH,Catholic,03 9359 5423,2,-37.698156,144.967951
Primary,497,3170,St John Vianney's School,23 Police Road,O,null,MULGRAVE,VIC,3170,Monash (C),23 Police Road,1901,null,1613,VIC,MULGRAVE,Catholic,03 9546 4161,2,-37.932718,145.159559
Primary,707,3075,St Luke's School,1A David Street,O,null,LALOR,VIC,3075,Whittlesea (C),1A David Street,1902,null,1615,VIC,LALOR,Catholic,03 9465 2099,2,-37.67237431,145.0188321
Primary,525,3046,St Francis de Sales School,PO Box 2109,O,null,OAK PARK,VIC,3046,Moreland (C),626 Pascoe Vale Road,1903,null,1616,VIC,OAK PARK,Catholic,03 9306 9444,2,-37.718847,144.921079
Primary,745,3160,St Thomas More's School,PO Box 21,O,null,BELGRAVE,VIC,3160,Yarra Ranges (S),Reynold's Lane,1905,null,1618,VIC,BELGRAVE,Catholic,03 9754 4444,2,-37.90841476,145.3526801
Primary,506,3042,St Christopher's School,34 Roberts Road,O,null,AIRPORT WEST,VIC,3042,Moonee Valley (C),34 Roberts Road,1907,null,1620,VIC,AIRPORT WEST,Catholic,03 9338 3591,2,-37.72501,144.880249
Primary,571,3089,Sacred Heart School,25 Gipson Street,O,null,DIAMOND CREEK,VIC,3089,Nillumbik (S),25 Gipson Street,1909,null,1623,VIC,DIAMOND CREEK,Catholic,03 9438 1590,2,-37.67214795,145.158777
Secondary,506,3040,Ave Maria College,14-22 Vida Street,O,null,ABERFELDIE,VIC,3040,Moonee Valley (C),14-22 Vida Street,1911,null,1625,VIC,ABERFELDIE,Catholic,03 9331 9300,2,-37.756618,144.897964
Pri/Sec,111,3122,Bialik College,PO Box 422,O,null,HAWTHORN,VIC,3122,Boroondara (C),429 Auburn Road,1912,null,1626,VIC,HAWTHORN EAST,Independent,03 9822 7981,2,-37.842269,145.043371
Primary,189,3083,Our Lady of the Way School,PO Box 159,O,null,KINGSBURY,VIC,3083,Darebin (C),11-13 Green Avenue,1913,null,1627,VIC,KINGSBURY,Catholic,03 9460 6684,2,-37.715261,145.035525
Primary,698,3130,St Luke the Evangelist School,PO Box 45,O,null,BLACKBURN SOUTH,VIC,3130,Whitehorse (C),46 Orchard Grove,1914,null,1628,VIC,BLACKBURN SOUTH,Catholic,03 9877 4023,2,-37.835551,145.146714
Secondary,441,3136,Luther College,Plymouth Rd,O,null,CROYDON HILLS,VIC,3136,Maroondah (C),Plymouth Rd,1917,null,1633,VIC,CROYDON HILLS,Independent,03 9724 2000,2,-37.782963,145.272909
Secondary,118,3020,Marian College,196 Glengala Road,O,null,SUNSHINE WEST,VIC,3020,Brimbank (C),196 Glengala Road,1918,null,1634,VIC,SUNSHINE WEST,Catholic,03 9363 1711,2,-37.787731,144.806129
Secondary,311,3018,Mount St Joseph Girls' College,PO Box 139,O,null,ALTONA NORTH,VIC,3025,Hobsons Bay (C),133 Maidstone Street,1919,null,1635,VIC,ALTONA,Catholic,03 8398 2000,2,-37.863902,144.811674
Primary,66,3079,Mother of God School,66 Wilfred Road,O,null,IVANHOE EAST,VIC,3079,Banyule (C),66 Wilfred Road,1920,null,1637,VIC,IVANHOE EAST,Catholic,03 9497 1094,2,-37.773795,145.058781
Primary,421,3105,St Clement of Rome School,9 Egan Drive,O,null,BULLEEN,VIC,3105,Manningham (C),9 Egan Drive,1922,null,1640,VIC,BULLEEN,Catholic,03 9850 1216,2,-37.767296,145.090333
Primary,367,3155,St Joseph's Primary School,PO Box 505,O,null,BORONIA,VIC,3155,Knox (C),212 Boronia Road,1923,null,1641,VIC,BORONIA,Catholic,03 9762 3275,2,-37.862707,145.274814
Secondary,745,3160,Mater Christi College,28 Bayview Road,O,null,BELGRAVE,VIC,3160,Yarra Ranges (S),28 Bayview Road,1925,null,1644,VIC,BELGRAVE,Catholic,03 9754 6611,2,-37.9106377,145.3588871
Primary,367,3153,Our Lady of Lourdes School,23 Orange Grove,O,null,BAYSWATER,VIC,3153,Knox (C),23 Orange Grove,1926,null,1645,VIC,BAYSWATER,Catholic,03 9729 3411,2,-37.848985,145.265765
Secondary,367,3156,St Joseph's College,5 Brenock Park Drive,O,null,FERNTREE GULLY,VIC,3156,Knox (C),5 Brenock Park Drive,1927,null,1646,VIC,FERNTREE GULLY,Catholic,03 9758 2000,2,-37.89049,145.295093
Special,111,3101,St Paul's College Kew,Locked Bag 20,O,null,KEW,VIC,3101,Boroondara (C),3-13 Fernhurst Grove,1928,null,1647,VIC,KEW,Catholic,03 9855 7700,2,-37.806231,145.026953
Primary,311,3012,Annunciation School,PO Box 431,O,null,ALTONA NORTH,VIC,3025,Hobsons Bay (C),4-14 Nolan Avenue,1929,null,1648,VIC,BROOKLYN,Catholic,03 9314 6271,2,-37.820989,144.847959
Primary,343,3195,St Louis de Montfort's School,37 Dolphin Street,O,null,ASPENDALE,VIC,3195,Kingston (C),37 Dolphin Street,1930,null,1649,VIC,ASPENDALE,Catholic,03 9580 5169,2,-38.018128,145.102261
Primary,525,3046,St Thomas More's School,30 Angus Street,O,null,HADFIELD,VIC,3046,Moreland (C),30 Angus Street,1931,null,1650,VIC,HADFIELD,Catholic,03 9306 6225,2,-37.707293,144.944942
Secondary,497,3149,Avila College,35 Charles Street,O,null,MOUNT WAVERLEY,VIC,3149,Monash (C),35 Charles Street,1932,null,1651,VIC,MOUNT WAVERLEY,Catholic,03 9831 9600,2,-37.874671,145.133255
Primary,698,3130,St Philip's School,60 Junction Road,O,null,BLACKBURN NORTH,VIC,3130,Whitehorse (C),60 Junction Road,1933,null,1652,VIC,BLACKBURN NORTH,Catholic,03 9878 6501,2,-37.807643,145.166588
Primary,327,3047,Holy Child School,PO Box 399,O,null,DALLAS,VIC,3047,Hume (C),227 Blair Street,1934,null,1653,VIC,DALLAS,Catholic,03 9309 1620,2,-37.665736,144.931984
Secondary,311,3025,Emmanuel College,PO Box 5,O,null,ALTONA NORTH,VIC,3025,Hobsons Bay (C),423 Blackshaws Road,1935,null,1654,VIC,ALTONA NORTH,Catholic,03 8325 5100,2,-37.831623,144.842389
Primary,745,3138,St Peter Julian Eymard,PO Box 152,O,null,MOOROOLBARK,VIC,3138,Yarra Ranges (S),Reay Road,1936,null,1655,VIC,MOOROOLBARK,Catholic,03 9725 0595,2,-37.7879128,145.3175154
Primary,707,3083,St Damian's School,PO Box 63,O,null,BUNDOORA,VIC,3083,Whittlesea (C),5 Settlement Road,1937,null,1656,VIC,BUNDOORA,Catholic,03 9467 8566,2,-37.6984942,145.0572167
Secondary,707,3076,St Monica's College,PO Box 11,O,null,EPPING,VIC,3076,Whittlesea (C),16 Davisson Street,1938,null,1657,VIC,EPPING,Catholic,03 9409 8800,2,-37.6507081,145.0302857
Pri/Sec,441,3134,Yarra Valley Grammar,Kalinda Road,O,null,RINGWOOD,VIC,3134,Maroondah (C),Kalinda Road,1939,null,1658,VIC,RINGWOOD,Independent,03 9262 7777,2,-37.783701,145.258164
Secondary,525,3058,Mercy College,760 Sydney Road,O,null,COBURG,VIC,3058,Moreland (C),760 Sydney Road,1941,null,1661,VIC,COBURG,Catholic,03 9319 9299,2,-37.730398,144.964562
Primary,698,3133,St Timothy's School,21 Stevens Road,O,null,VERMONT,VIC,3133,Whitehorse (C),21 Stevens Road,1942,null,1663,VIC,VERMONT,Catholic,03 9878 4188,2,-37.840389,145.183654
Primary,534,3931,St Macartan's School,PO Box 1126,O,null,MORNINGTON,VIC,3931,Mornington Peninsula (S),97 Bungower Road,1944,null,1665,VIC,MORNINGTON,Catholic,03 5973 4550,2,-38.223213,145.070463
Primary,217,3199,St John's School,Jayne Street,O,null,FRANKSTON EAST,VIC,3199,Frankston (C),Jayne Street,1945,null,1667,VIC,FRANKSTON EAST,Catholic,03 9789 9794,2,-38.145823,145.148098
Special,367,3152,St Mary's College for the Deaf,10 Riddell Road,O,null,WANTIRNA SOUTH,VIC,3152,Knox (C),10 Riddell Road,1946,null,1669,VIC,WANTIRNA SOUTH,Catholic,03 9800 2733,2,-37.877901,145.242789
Secondary,217,3199,John Paul College,PO Box 3105,O,null,FRANKSTON EAST,VIC,3199,Frankston (C),165 Mc Mahons Road,1947,null,1670,VIC,FRANKSTON,Catholic,03 9784 0200,2,-38.13557,145.138867
Primary,217,3198,St Anne's School,PO Box 2059,O,null,SEAFORD,VIC,3198,Frankston (C),86-94 Austin Road,1948,null,1671,VIC,SEAFORD,Catholic,03 9786 4736,2,-38.106598,145.140947
Secondary,497,3170,Mazenod College,PO Box 286,O,null,MULGRAVE,VIC,3170,Monash (C),Kernot Ave,1949,null,1673,VIC,MULGRAVE,Catholic,03 9560 0911,2,-37.915204,145.166144
Primary,506,3034,St Martin de Porres School,158 Military Road,O,null,AVONDALE HEIGHTS,VIC,3034,Moonee Valley (C),158 Military Road,1950,null,1674,VIC,AVONDALE HEIGHTS,Catholic,03 9331 9000,2,-37.758468,144.861624
Primary,421,3108,St Gregory the Great School,396 Manningham Road,O,null,DONCASTER,VIC,3108,Manningham (C),396 Manningham Road,1951,null,1678,VIC,DONCASTER,Catholic,03 9848 4483,2,-37.780598,145.122282
Pri/Sec,161,3802,Maranatha Christian School,104-108 Reema Boulevard,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),104-108 Reema Boulevard,1952,null,1679,VIC,ENDEAVOUR HILLS,Independent,03 9709 7209,2,-37.970919,145.278034
Primary,421,3107,St Kevin's School,PO Box 985,O,null,TEMPLESTOWE,VIC,3106,Manningham (C),26-44 Herlihys Road,1953,null,1680,VIC,TEMPLESTOWE LOWER,Catholic,03 9850 4609,2,-37.761267,145.122868
Primary,698,3133,St James' School,51 Centre Road,O,null,VERMONT,VIC,3133,Whitehorse (C),51 Centre Road,1954,null,1681,VIC,VERMONT,Catholic,03 9874 1830,2,-37.836748,145.20969
